Price,Adj Close,Adj Close,Adj Close,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume,AAPL_SMA_50,AAPL_SMA_200,NFLX_SMA_50,NFLX_SMA_200,NVDA_SMA_50,NVDA_SMA_200
Ticker,AAPL,NFLX,NVDA,AAPL,NFLX,NVDA,AAPL,NFLX,NVDA,AAPL,NFLX,NVDA,AAPL,NFLX,NVDA,AAPL,NFLX,NVDA,,,,,,
Date,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-04 00:00:00+00:00,23.8868350982666,109.95999908447266,0.7899256348609924,26.337499618530273,109.95999908447266,0.809249997138977,26.342500686645508,110.0,0.8144999742507935,25.5,105.20999908447266,0.8009999990463257,25.65250015258789,109.0,0.8072500228881836,270597600,20794800,358076000,,,,,,
2016-01-05 00:00:00+00:00,23.288249969482422,107.66000366210938,0.8026154041290283,25.677499771118164,107.66000366210938,0.8222500085830688,26.462499618530273,110.58000183105469,0.8360000252723694,25.602500915527344,105.8499984741211,0.8125,26.4375,110.44999694824219,0.8245000243186951,223164000,17664600,490272000,,,,,,
2016-01-06 00:00:00+00:00,22.832502365112305,117.68000030517578,0.7694272398948669,25.174999237060547,117.68000030517578,0.7882500290870667,25.592500686645508,117.91000366210938,0.8125,24.967500686645508,104.95999908447266,0.7789999842643738,25.139999389648438,105.29000091552734,0.8087499737739563,273829600,33045700,449344000,,,,,,
2016-01-07 00:00:00+00:00,21.868864059448242,114.55999755859375,0.7389233708381653,24.112499237060547,114.55999755859375,0.7570000290870667,25.032499313354492,122.18000030517578,0.7737500071525574,24.107500076293945,112.29000091552734,0.746999979019165,24.670000076293945,116.36000061035156,0.7684999704360962,324377600,33636700,645304000,,,,,,
2016-01-08 00:00:00+00:00,21.9845027923584,111.38999938964844,0.7230615019798279,24.239999771118164,111.38999938964844,0.7407500147819519,24.77750015258789,117.72000122070312,0.7674999833106995,24.190000534057617,111.0999984741211,0.7392500042915344,24.637500762939453,116.33000183105469,0.7667499780654907,283192000,18067100,398472000,,,,,,
2016-01-11 00:00:00+00:00,22.340484619140625,114.97000122070312,0.7242814898490906,24.63249969482422,114.97000122070312,0.7419999837875366,24.764999389648438,116.79000091552734,0.7472500205039978,24.334999084472656,111.19999694824219,0.7287499904632568,24.74250030517578,112.12999725341797,0.7415000200271606,198957600,21920400,409372000,,,,,,
2016-01-12 00:00:00+00:00,22.66472053527832,116.58000183105469,0.7364830374717712,24.989999771118164,116.58000183105469,0.7544999718666077,25.172500610351562,117.77999877929688,0.765500009059906,24.709999084472656,115.08000183105469,0.7492499947547913,25.137500762939453,116.11000061035156,0.7552499771118164,196616800,15133500,469356000,,,,,,
2016-01-13 00:00:00+00:00,22.082006454467773,106.55999755859375,0.7140324115753174,24.34749984741211,106.55999755859375,0.7315000295639038,25.297500610351562,114.4800033569336,0.765250027179718,24.325000762939453,104.52999877929688,0.7307500243186951,25.079999923706055,114.43000030517578,0.7602499723434448,249758400,24921600,481672000,,,,,,
